id,from_id,date,text,likes,views,reposts,comments,topic
50670,-174482548,2025-06-14 19:48:00,"🇷🇺От Ямала до Москвы: юные дипломаты отправились в путешествие за знаниями и памятью

28 талантливых школьников из Ямала и 11 представителей клуба юных дипломатов из Волновахского округа отправились в недельную поездку в Москву и Санкт-Петербург. Все ребята проявили себя в изучении истории, международных отношений и показали высокие результаты в тематических конкурсах.

В ходе поездки школьники посетят ведущие вузы страны — МГИМО, СПбГУ, Высшую школу экономики и Дипломатическую академию МИД России. Там они узнают о подготовке специалистов-международников, познакомятся с учебными программами и смогут определиться с будущей профессией.

В патриотическую часть маршрута вошли Поклонная гора, Пискаревское мемориальное кладбище, а также спектакль о Великой Отечественной войне. Завершит поездку совместный исследовательский проект, посвященный сохранению исторической памяти.",4,1451,1,1,СПбГУ
5459,-4595435,2025-06-14 19:46:13,"Дорогие гости, хотим напомнить вам, что в нашем салоне снова работает всеми любимый специалист — Антон Игоревич Пискунов, чьи золотые руки знают толк в релаксации и оздоровлении! 
 
✅ Более 20 лет опыта 
✅ Выпускник престижного факультета СПбГУ имени П.Ф. Лесгафта 
 
Приглашаем насладиться искусством настоящего мастера массажа и почувствовать себя заново рождёнными! 
 
✅ Массаж спины 
✅ Шейно-воротниковая зона 
✅ Классический массаж 
✅ Лимфодренажный 
✅ Спортивный 
✅ Антицеллюлитный 
 
📝Для записи👇🏻 
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬ 
📩 В СООБЩЕНИЯ ГРУППЫ: vk.me/salonvirtual 
 
📲 ОНЛАЙН ЗАПИСЬ: vk.cc/c9s8po",0,35,0,0,СПбГУ
6518,-103952608,2025-06-14 19:30:06,"ПРЕЗЕНТАЦИЯ КНИГИ «ОДНАЖДЫ В ЛЕСУ» 
 
⭐️Дата: 19 июня (чт) 
⭐️Время: 19:00-21:00 
📍Место: Книжный клуб (1 этаж) 
 
Центр культур англоязычных стран и Издательство Ad Marginem приглашают вас на презентацию книги «Однажды в лесу» — первого за 10 лет перевода с бенгальского языка! 
 
«Однажды в лесу» — полуавтобиографический роман бенгальского писателя Бибхутибхушона Бондопаддхая. Он рассказывает историю юноши Шотточорона из Калькутты, который не может найти работу и уезжает в соседний штат Бихар, где становится управляющим большим лесным участком. Он своими руками разрушает нетронутую прежде городским человеком обитель природы. 
 
На встрече мы обсудим особенности бенгальской литературы, сложности перевода и роль природы в литературном творчестве Бондопаддхая. 
 
Участники: 
🔸ассистент кафедры индийской филологии Восточного факультета СПбГУ, переводчица книги Бибхутибхушона Бондопаддхая «Однажды в лесу» Ева Лекарева. 
🔸переводчик с английского и хинди, исследователь современной индийской литературы, автор канала «Индийская библиотека» Анна Карабанова. 
 
📎Зарегистрироваться на встречу можно тут: https://libfl.ru/ru/event/prezentaciya-knigi-odnazhdy-v-lesu
 
Ждем вас!💕",4,318,0,0,СПбГУ
16408,-90513943,2025-06-14 19:30:00,"💬 Знакомство с вожатыми 💬 
 
А теперь давайте заглянем в прогнозы других наставников — готовы к новым сюрпризам?
 
Знакомьтесь, неподражаемые наставники ЧЕТВЕРТОГО, ПЯТОГО И ШЕСТОГО отряда СПбГУ ✏ 
 
🍑 4 отряд 🍑
 
— Ольга Павловна: «Наши белки весь год вели лагерный блог! А теперь они готовы поделиться своими заметками — стоит только внимательно наблюдать! Кто первый расшифрует беличий репортаж» 🌰
 
— Карина Алексеевна: «А ночью в лагерь вальяжно войдёт крокодил! Устроит заплыв с вожатыми, а потом потребует добавить в меню «крокодиловы слёзы». Повара в шоке!» 🐊
 
💚 5 отряд 💚
 
— Наталия Сергеевна: «Один из ребят найдёт в лесу растение-невидимку! Оно станет научной сенсацией, а наш лагерь — центром экотуризма» 🌳
 
— Константин Вячеславович: «И да, вопреки всем прогнозам — три недели солнца! Видимо, Питер решил сделать нам подарок» 🌦
 
💙 6 отряд 💙

— Мария Константиновна: «К нам заявится редактор из будущего со свежим номером газеты. Заголовки уже написаны — теперь надо под них подстроить реальность!» 🌟
 
— Мария Денисовна: «Срочная новость! Во время тихого часа выяснилось, что наш лагерь на самом деле – секретный филиал школы юных волшебников. Преподаватели уже прибыли, и вместо газетных полос мы осваиваем заклинания!» 💫

Включайте уведомления — сенсации продолжаются!
 
#2смена2025_Университетский #ДетскийЛагерь #4отряд #5отряд #6отряд",43,2676,2,4,СПбГУ
11460,234258,2025-06-14 19:28:26,"Санкт-Петербург. День первый: учебно-рабочий.

Третья межрегиональная научно-практическая конференция «Факторы роста», которая проходила в Белоколонном зале  ""Двенадцати коллегий"" СПбГУ.  Уже от этого бегут мурашки, а внутри - восхищение всем, что происходит. 

Потрясающие докладчики: Е.И. Казакова, П.Г. Положевец, Д.С. Сизарев и др., которые с увлечением отвечают на вопросы о том, как и зачем современной школе развивать личностный потенциал свои учеников.
А П.А. Агеев, предложив просто посмотреть мультики, разложил по полочкам, что такое кинопедагогика и какую роль она может сыграть в развитии творческого потенциала.
Энергетика каждого из них невидимой нитью передаётся и отзывается в сердце, а в голове зарождается куча мыслей по реализации услышанного.

Важно помнить, что самый большой вклад - это вклад в будущее наших детей, которое начинается сегодня.

[club213928675|Мастерские роста] 
[club135187906|Благотворительный фонд «Вклад в будущее»] 
#мастерскиероста
#факторыроста
#вкладвбудущее",57,637,0,0,СПбГУ
3020,-20935283,2025-06-14 19:15:23,"Друзья, приглашаем Вас принять участие в II Международной научной конференции ""Россия перед лицом глобальных вызовов: путь на Восток"". 

📆 Флагманское мероприятие СНО СПбГУ состоится 23 сентября в Санкт-Петербурге в очном формате. 
   
📌 По итогам конференции планируется издание сборника РИНЦ, а лучше работы будут рекомендованы в журналы ВАК. Работы принимаются по секциям в области социально-гуманитарных наук по всем странам Востока: от Азии до Африки. 
   
Подробнее о Конференции:
https://vk.com/wall-200001301_1081",8,420,8,0,СПбГУ
61258,-178335786,2025-06-14 19:14:21,"Уважаемые соседи! На следующей неделе пройдёт новая встреча с профессором СПбГУ, физиологом Ринадом Султановичем Минвалеевым в рамках цикла лекций «Традиционные системы оздоровления». Будет интересно и полезно, приходите!

📅 Дата: среда, 18 июня 2025  
🕕 Время: 18:00  
📍 Место: ул. Моховая, д. 14 (во дворе), помещение МКУ «Литейный». Вход свободный.

Не упустите шанс задать вопросы эксперту! Ждём вас!",16,1203,1,3,СПбГУ
1893,61374350,2025-06-14 19:07:49,"Мы с [id11868387|Катей] ведем интенсив ""Я в отношениях: практика баланса"" в последние выходные июня: 28-29 числа (11:00-18:00) и приглашаем всех желающих!

Если в отношениях стало непросто, вы недавно пережили разрыв или замечаете, что снова и снова сталкиваетесь с похожими трудностями — этот интенсив поможет разобраться, что происходит, и найти новые способы выстраивать близкие отношения.

- О чём эти два дня✍
 
Как любить и отдавать, не забывая о себе? 
Что мне по-настоящему нужно от отношений? 
Как выбирать себя и не вязнуть в вине? 
Какие стереотипы о «настоящем мужчине» и «правильной женщины» я воспроизвожу? Помогают они мне или мешают? 
Как позволять себе быть разным, не подстраиваясь под ожидания? 
Как принимать заботу без неловкости и «ответного счёта»? 
Чем я готов делиться по собственному выбору, а не из чувства долга? 
Как обсуждать неприятное так, чтобы меня слышали, и слышать другого? 
Как оставаться вместе, если мы проходим разные этапы жизни? 
 
Формат 
 
Минимум теории — максимум живого опыта. 
Два ведущих-психолога. Два ракурса, два стиля обратной связи. Мужской и женский взгляд. 
Группа состоит как из мужчин, так и из женщин. Это даёт честный «полигон» для обсуждения, экспериментирования, обмена опытом. 
 
Что останется с вами после интенсива: 
 
Чёткое представление, где вы теряете баланс и что с этим можно делать. 
Несколько рабочих фраз и приёмов для трудных разговоров без скандала. 
Больше ясности в том, что именно вы хотите получать и давать. 
Опыт других участников, которые решают похожие задачи. 
План первого шага к желаемому, который можно совершить в ближайшую неделю. 
 
Почему в группе, а не тет-а-тет 
 
В группе ваши привычки соглашаться, обижаться, спасать или требовать проявляются быстрее и ярче, чем на индивидуальной сессии. За два дня вы увидите их в действии и успеете попробовать другой вариант — с поддержкой ведущих и откликом остальных участников. 
 
Коротко о нас 
 
Никита Климов – психолог в гештальт-подходе, магистр СПбГУ. В рамках частной практики веду индивидуальные сессии и терапевтические группы. К групповой работе отношусь с особым теплом еще со времен обучения, так как сам много получил от этого формата. Не перестаю восхищаться тому, как быстро и как много мы начинаем видеть благодаря группе, как легко заметить то, что мешает – и освободиться. 
 
Екатерина Красса – клинический психолог, гештальт-консультант, руководитель Городского центра профилактики эмоционального выгорания СПб ГКУЗ ГПБ№6. Веду группы бережно и с вниманием к тому, что происходит между людьми. Группа — это место, где можно увидеть свои привычные роли в отношениях с людьми и попробовать что-то по-другому. Мы редко бываем с собой по-настоящему внимательны — а в группе это становится возможным. 
 
Чтобы попасть в группу, пишите мне в личку. Прежде чем включить вас в группу, нам важно познакомиться с вами, узнать о вашей мотивации и ответить на ваши вопросы. После этого останется только дождаться начала интенсива!",17,464,3,0,СПбГУ
920,-222472661,2025-06-14 19:06:05,"НАША ЛАБОРАТОРИЯ в ИЮНЕ – МУРАВЕЙНИК? УЛЕЙ? Что это было?.. ПРАКТИКИ – вот что! Да, снова фольклорно-этнографические и диалектные звукозаписи обретают новую форму жизни – РАСШИФРОВКИ, снова превращаем экспедиционные каракули и тексты рукописного фонда в компьютерные РЕЕСТРЫ и внятные ТЕКСТЫ, снова транслитерируем фрагменты старообрядческих РУКОПИСЕЙ, снова структурируем АРХИВ Н. С. ДЕМКОВОЙ, снова выбираем из звучащей речи ДИАЛЕКТНЫЕ ЛЕКСЕМЫ... И не просто «снова и снова» – это необходимое продолжение начатого ранее, свидетельствующее о жизни лаборатории. Наши три кита (или хита?..) – ФОЛЬКЛОРНЫЙ АРХИВ, СОБРАНИЕ ДИАЛЕКТНЫХ ЗАПИСЕЙ («Картотека материалов к словарю русских говоров» и другие диалектные материалы) и СОБРАНИЕ РУКОПИСНЫХ И СТАРОПЕЧАТНЫХ КНИГ требуют внимания и заботы, а главное – постоянной работы, точнее, обработки, позволяющей вводить в научное пространство все новые и новые источники по этнокультурному наследию нашего края. Потому на время учебных практик наши студенты (направления «Педагогическое образование» – на весь семестр, а направления «Филология» – на 2 недели) становятся муравьями и/или пчелами лаборатории – частью общего большого созидательного процесса. 

Лаборатория стала для практикантов волшебным местом, из которого они, подключив наушники к компьютерам, перемещались кто на Виледь, кто в Усть-Цильму / на Пижму, кто на верхнюю Печору, кто в Лойму, кто в окрестности Великого Устюга... Одна из подгрупп (филологи-археографы) как будто оказалась в рабочем кабинете профессора СПбГУ Н. С. Демковой. Практиканты-диалектологи выступили в роли составителей словарных статей, археографы сделали попытку включиться в описание рукописей. Некоторые из практикантов получили счастливую возможность прикоснуться к культуре своей малой родины (а одна студентка – и к истории своей семьи!), а все вместе они, хочется надеяться, осознали богатство русской духовной культуры и масштаб научной деятельности, которая скоро ляжет на плечи их поколения. 

Практики (это – наконец, назовем их: фольклорно-археографическая в гр. 711 пРЛо, руководители – Е. В. Прокуратова и Т. С. Канева; фольклорно-археографическая в гр. 711 ФРо, руководители – Т. Ф. Волкова и Т. С. Канева; диалектологическая в гр. 721 ФРо, руководитель – Т. Н. Бунчук) включали также тематические и ознакомительные занятия, публичные лекции. Особенно насыщенной на разные формы научных мероприятий практика стала для филологов-педагогов, которые проходили ее в течение всего семестра и дополнительно посетили две научные конференции и выставку к юбилею В. Я. Проппа. 

ПРИГЛАШАЕМ СТУДЕНТОВ-ПРАКТИКАНТОВ этого года и прошлых лет, а также РУКОВОДИТЕЛЕЙ практик поделиться своими ВПЕЧАТЛЕНИЯМИ и ФОТОГРАФИЯМИ! 

Ждем также КОММЕНТАРИИ (подписи) к фотографиям в АЛЬБОМЕ: https://vk.com/album-222472661_307654787 (фото Т. Ф. Волковой, И. И. Каневой, Т. С. Каневой, Р. Е. Тубылевич). 

О практике прошлого года здесь: https://vk.com/wall-222472661_457 

О мероприятиях, в которых в течение семестра принимали участие некоторые (самые пытливые!) практиканты: 
https://vk.com/wall-222472661_785 
https://vk.com/wall-222472661_836 
https://vk.com/wall-222472661_851 
https://vk.com/wall-222472661_916",62,984,12,25,СПбГУ
67971,-7960729,2025-06-14 18:41:15,"Наш большой друг , Владимир Николаевич Барышников , профессор , доктор исторических наук , зав . кафедрой Института истории СПбГУ рассказывает о своей новой монографии .",10,616,2,0,СПбГУ
14332,-15599038,2025-06-14 18:15:37,"19 июня обсуждаем «Однажды в лесу» бенгальского классика с переводчицей книги! 

В четверг будем ждать вас в Книжном клубе Библиотеки иностранной литературы им. М. И. Рудомино в Москве, чтобы обсудить классику бенгальской литературы — роман «Однажды в лесу» Бибхутибхушона Бондопаддхая. Это первый за много лет перевод с бенгальского языка на русский, — книга о лесе, берущем верх над человеком, и борьбе за власть над природой. 

Об одном из лучших образцов деревенской прозы в бенгальской литературе поговорят:

Ева Лекарева — ассистент кафедры индийской филологии Восточного факультета СПбГУ, переводчица с бенгальского языка, переводчица «Однажды в лесу» и автор послесловия к книге;

Анна Карабанова — переводчик с английского и хинди, исследователь современной индийской литературы, автор телеграм-канала «Индийская библиотека».

Бесплатная регистрация — здесь: https://libfl.ru/ru/event/prezentaciya-knigi-odnazhdy-v-lesu

Когда: 19 июня, 19:00—21:00
Где: Москва, Николоямская улица, 1 (Книжный клуб, 1 этаж)",45,5606,6,6,СПбГУ
10188,-202197708,2025-06-14 18:13:00,"Отзыв и приглашение на повтор ⬇ 
 
[id9141478|Елена Стрельникова] : ""Замечательная экскурсия, как всегда все очень интересно! Мы в восторге! 2 часа 👏👏👏 Супер!"" 
 
🏛 28 июня (сб) в 10.00 пешеходная экскурсия ""Остров просвещения"" по СПбГУ. Программа включает Университетские дворы и Коридор Здания Двенадцати коллегий. Экскурсовод - Тимофей Должиков. Подробнее 👉 vk.cc/cMtSE3 
 
Фото: [id9141478|Елена Стрельникова] и [id352606|Евгения Ханова] 
 
☝Запись у [id2079049|Марианны Поливцевой] 
т. +7-921-756-52-90 (WhatsApp, Telegram)

Полное расписание экскурсий: vk.cc/c24fjQ 
Отзывы о нас: vk.cc/c1hzfe 
Рассылка по экскурсиям: vk.cc/c2CDkk",5,384,0,2,СПбГУ
17044,-185671945,2025-06-14 18:10:07,"Отзыв и приглашение на повтор ⬇

[id9141478|Елена Стрельникова] : ""Замечательная экскурсия, как всегда все очень интересно! Мы в восторге! 2 часа 👏👏👏 Супер!""

🏛 28 июня (сб) в 10.00 пешеходная экскурсия ""Остров просвещения"" по СПбГУ. Программа включает Университетские дворы и Коридор Здания Двенадцати коллегий. Экскурсовод - Тимофей Должиков. Подробнее 👉 vk.cc/cMtSE3

Фото: [id9141478|Елена Стрельникова] и [id352606|Евгения Ханова] 

☝Запись у [id2079049|Марианны Поливцевой] 
т. +7-921-756-52-90 (WhatsApp, Telegram) 
 
Полное расписание экскурсий: vk.cc/ayjaJf 
Отзывы о нас: vk.cc/9SE62Q 
Подписка на рассылку анонсов: vk.cc/aCutuT",9,502,0,0,СПбГУ
29787,-174586984,2025-06-14 18:09:21,"Итоги XI Международного фестиваля «Город ремёсел» подвели в Вологде
➡Подробнее: https://vologda-news.net/culture/2025/06/14/314381.html
  
Лауреатами I, II и IIIстепени, а также обладателями специальных призов в семи основных категориях и 18 подноминациях стали 86 индивидуальных авторов и творческих коллективов из России и стран ближнего зарубежья, представивших на конкурс свои изделия традиционного народного творчества. 

В этом году в фестивале участвовало более 600 мастеров из 40 регионов России и трех зарубежных стран — Республики Беларусь, Узбекистана и Грузии. Конкурсанты представят свои работы в семи номинациях: «Женские ремёсла», «Роспись по дереву и бересте», «Художественная обработка дерева, плетение из традиционных материалов, столярное и токарное дело», «Валенки и валяные изделия», «Кузнецы и ювелиры», «Гончарные изделия. Керамика» и «Хранить традиции».

«Вологда – символ русской традиции. Огромный труд – организовать такой фестиваль на высочайшем уровне, и год от года это удаётся сделать на вологодской земле. Желаю долгих лет фестивалю и неустанного развития. Нужно поднимать его статус, находить что-то своё, уникальное. Главный признак народной культуры – это локальность. Я лично считаю, что очень важно развивать линию современного осмысления народной культуры. Народная культура основана на принципе гармонии – мы должны внедрять это в свою жизнь», – отмечает член жюри, профессор РГХПУ имени Строганова (Москва), доктор искусствоведения Ралия Мусина.

Члены жюри конкурса – 24 человека. Каждый с огромным опытом, признанный эксперт в своей области. Это сотрудники крупнейших музеев России, искусствоведы, профессоры, заслуженные деятели искусств. Члены жюри отметили, что ремесленники теряют навыки по изготовлению народного костюма в соответствии с традициями. И рекомендовали на следующем фестивале включить в образовательную программу обучающие мероприятия по этой тематике.

«Фестиваль носит характер международного, и это очень справедливо. Работы, представленные на конкурс, выполнены в соответствии с каноном. Мы видим, что традиции в Вологде помнят, сохраняют и поддерживают – всё это залог нашего будущего. Желаю конкурсу развития и процветания. Чрезвычайно порадовали номинации «Ручное ткачество», «Кружевоплетение», а также «Лоскутное шитьё». Потрясающее знание традиций и владение ремеслом», - говорит заведующая сектором новых поступлений Государственного Эрмитажа (СПб) Марина Блюмин.

Марина Алексеевна также отметила, что вологодским умельцам имеет смысл начать делиться своими навыками – не только в рамках фестивальных мероприятий, но и на выездных мастер-классах. По её словам, местным мастерам «есть что показать миру».

Членами жюри в номинации«Кузнецы и ювелиры» стали заведующий центром европейских исследований музея антропологии и этнографии имени Петра Великого – Кунсткамера РАН, доцент СПбГУ Александр Новик и Президент Гильдии кузнецов России, член союза художников России Василий Кондуров.

«Считается, что «Город ремесел» - самый большой, самый лучший, самый масштабный фестиваль ремесел в России. Надо отдать должное организаторам, они прилагают колоссальные усилия, чтобы всем было комфортно: и участникам-мастерам, и нам, экспертам, и, конечно же, гостям мероприятия. Хочется видеть больше интерактива, чтобы кузнецы прямо на месте ковали что-то, керамисты и гончары могли показать свое искусство. Живые ремёсла – это то, что нужно. Вспомните, бжиг огненной скульптуры в этом году – это была феерия», – говорят эксперты.

Помимо конкурсной программы, в рамках фестиваля проходят ярмарка, выставки, конкурсы, мастер-классы, творческие акции, лекции и концерты.

«Город Вологда как центр всей Вологодской области бережно хранит свою культуру и историю. У нас сохранилось 10 направлений традиционных народных художественных промыслов с привязкой к территории их бытования – это закреплено в том числе нормативно, на уровне закона области. У Вологодчины огромный потенциал в плане представления народной культуры. Это результат нескольких десятилетий работы. С 90-х годов прошлого века культурно-этнографические экспедиции отправлялись в самые отдалённые и самобытные сёла и деревни нашего региона, чтобы зафиксировать и сохранить традиции тех мест, в том числе устные», – заявила начальник Управления культуры и историко-культурного наследия Администрации города Вологды Елена Доможирова.

Фестиваль «Город ремёсел» стал частью масштабной программы мероприятий в рамках программы Губернатора Вологодской области «Лето Русского Севера».

Андрей Вологжанкин",1,49,0,0,СПбГУ
3515,7379638,2025-06-14 18:03:00,"Немного цветочков из Никитского ботанического сада и прекрасных воспоминаний🌸

Когда-то давно, на втором курсе бакалавриата, у меня была зональная практика. Мы посещали разные регионы — Крым, Кавказ, Белгород и, конечно, Ленинградскую область. Мы прослеживали зональность почв и растений — это было невероятно интересно и захватывающе ✨

Да, я не сразу отучилась на биолога. До этого я училась на Географическом факультете ❤ СПбГУ, на кафедре биогеографии и охраны природы. Там мы изучали растения, почвы, зоологию и, конечно же, картографию 🗺

И именно в этот сад мы ходили на экскурсию. Саму экскурсию проводил сотрудник НИИ сада, и по этой причине она была очень подробной — как и положено для биогеографов. Но… она оказалась нееееемного нудной 😁 Наш экскурсовод говорил очень-очень, ну очень тихо, и нам приходилось подходить к нему вплотную, чтобы услышать, что нам рассказывали. 
Для меня это был сложный день, но сейчас я вспоминаю всё с волшебным ощущением прошлого. Можно вернуть это всё, хотя бы на денёк?)

Я любила учиться, обожала практики и своих одногруппников! Какое же это было прекрасное время 🌿",30,352,0,0,СПбГУ
3811,-221377127,2025-06-14 18:00:01,"Анонс мероприятий
16 июня — 22 июня

АТОМ. Курс по формированию привычек
🗓 16 июня (пн) | 19:00 
🎟 10000₽ (https://clck.ru/3Mc2Hx) за курс 
Ведущий: Олег Плаксин — автор обучающих курсов.

Курс НЕО. [Регулярные групповые занятия]
🗓 17 июня (вт) | 19:00
🗓 21 июня (сб) | 10:00
🎟 Записаться (https://t.me/+a7yGAlVbDGpiNTNi) 
Автор курса: Павел Калашников.
Ведущая: Александра Синеглазова.

Думаем вместе: Эго. [Групповое занятие]
🗓 17 июня (вт) | 19:00
🎟 1000₽ (https://clck.ru/3Mc2Jg)
Ведущий: Олег Плаксин — автор обучающих курсов.

НеЗнакомые люди. [Разговорная встреча]
🗓 18 июня (ср) | 19:00
🎟 800₽ (https://clck.ru/3Mc2KT)
Ведущий: Александр Неустроев — игропрактик.

НейроКачалка: Слушание. [Тренинг]
🗓 18 июня (ср) | 19:00
🎟 2000₽ (https://clck.ru/3Mc2L7)
Ведущий: Вероника Ткаченко — методолог и тренер мышления.

Коммуникативные игры «Самопрезентация»
🗓 19 июня (чт) | 19:00
🎟 1900₽ (https://clck.ru/3Mc2Lh)
Ведущие: Надежда Ланская — маркетолог.
Тома Стулова — игропрактик.

Лаборатория смыслов. 
Для выпускников курсов Идея Себя и НЕО.
🗓 19 июня (чт) | 19:00
🎟 Регистрация (https://vsmysle.spb.ru/rasp/)
Ведущий: Валерий Ясеновец — выпускник АС, активный участник Сообщества ВСмысле
Александр Серов — выпускник альфа-потока курса Идея Себя 2.0, ментор

Офисные эклерки. [Групповая сессия]
🗓 20 июня (пт) | 19:00
🎟 1000₽ (https://clck.ru/3Mc2Nv)
Ведущая: Екатерина Камкова — бизнес тренер по мышлению.

«Прорыв» — чтобы перестать откладывать. [Мини-курс]
🗓 21 июня (сб) | 10:00
(набор закрыт)
Ведущий: Артем Мезенцев — менеджер отдела качества, выпускник курсов Курпатова, методолог

Эстетика обоняния. [Лекция]
🗓 21 июня (сб) | 15:00
🎟 Входной: 1000₽ (https://clck.ru/3Mc2Pd)
🎟 Для студентов: 500₽ (https://clck.ru/3Mc2Pd)
Ведущий: Артем Радеев — доктор философских наук, доцент Института философии СПбГУ.

Мафия ЧГК [Интеллектуально-ролевая игра]
🗓 21 июня (сб) | 19:00
🎟 1800₽ (https://clck.ru/3Mc2QJ)
Ведущая: Мадам Вика — игропрактик.

НеЗнакомые люди. [Разговорная встреча]
🗓 21 июня (сб) | 19:00
🎟 800₽ (https://clck.ru/3Mc2Qb)
Ведущий: Александр Неустроев — игропрактик.

«Мозг в порядке» [Мини-курс]
(Скажи стоп умственной жвачке!)
🗓 15 июня (вс) | 10:00
❗️Старт потока❗️
(4 занятия 1 раз в неделю по вс 10:00 - 13:00)
🎟 5900₽ (https://clck.ru/3Mc2RC) за курс 

Школа наглости в проекте «X-файлы». [Групповое занятие]
🗓 22 июня (вс) | 12:00
🎟 1000₽ (https://clck.ru/3Mc5a4)
Ведущий: Павел Чистяков — методолог, тимлид курсов Академии смысла онлайн.

Как избавиться от зависимостей? [Лекция]
🗓 22 июня (вс) | 15:00
🎟 1000₽ (https://clck.ru/3Mc2Tr)
Ведущая: Елена Морозова — методолог, который практикует. И практик, который концептуализирует.

Формула везения с точки зрения науки! [Лекция]
🗓 22 июня (вс) | 19:00
🎟 1000₽ (https://clck.ru/3Mc2Ua)
Ведущая: Анна Рокамболь-Лебедева — автор и апологет концепции СОЖ, коуч по улучшению работы мозга, биохакер.

🎟 Только для участников клуба ВСмысле — билеты на 25% дешевле
Вступить в клуб ВСмысле за 1₽ (https://t.me/vsmysle_subscription_bot)",2,260,0,0,СПбГУ
1727,-211444126,2025-06-14 17:49:29,"Фиброаденома: надо удалять? Перерождается в рак? Интервью с пациенткой.
‼Получить КОНСУЛЬТАЦИЮ или БЫСТРЫЙ ответ у доктора Скворцова В.А.
https://www.skvorsov.ru/prioritet_doktor_skvortsov
💖На вопросы отвечает Скворцов Виталий Александрович доцент кафедры онкологии медицинского факультете СпбГУ, заведующий отделением №2 хирургического лечения опухолей молочной железы ГКОД Санкт-Петербурга, кмн, врач высшей квалификации, хирург-маммолог, онколог, реконструктивно-пластический хирург.
Вопрос задает медицинский репортёр Елена Корныхова.
#рмж #докторскворцов #гкод #ракмолочнойжелезы #органосохранная #фиброаденома",32,870,5,2,СПбГУ
3642,-525763,2025-06-14 17:45:45,"Коллеги!
19 июня (четверг) в 19:00 (мск) состоится круглый стол на тему: ""Уступка в процессе"".

Казусы для обсуждения: 

Кейс 1. Принцип иррелевантности

В суде рассматривается иск «А» к «Б» о взыскании долга по договору займа. «А» уступил право требования по договору «Г», однако уведомление об уступке ответчику («Б») не направил. «Б» становится известно о том, что уступка произошла, и он выдвинул возражения против требования «А».

Вопросы:

1) Какое решение должен принять суд?
2) Если суд откажет в удовлетворении иска, то связан ли цессионарий этим решением?

Вариант. 

До процесса «А» уступил «В» право требования к «Б». «В» обратился с иском к «Б». «Б» стало известно, что «А» оспорил уступку права требования. В этот процесс «Б» к участию не привлекался. «Б» выдвинул возражения против требования «В».

Вопросы: 

1) Какое решение должен принять суд?
2) Если суд откажет в удовлетворении иска, то связан ли цедент этим решением?

Кейс 2. Распорядительные действия в процессе

В суде рассматривается иск «А» к «Б» о взыскании долга по договору займа. «А» и «Б» заключили мировое соглашение, по которому «А» признал, что договор займа заключен не был, а также должен был компенсировать расходы «Б» на участие в споре. Определение об утверждении мирового соглашения было обжаловано «В», который утверждал, что он является надлежащим кредитором — «А» до процесса уступил ему право требования.

Вопросы: 

1) Действительны ли распорядительные действия, совершенные в процессе лжекредитором? Зависит ли ответ от того, какие именно распорядительные действия совершены?

2) Связывают ли распорядительные действия истинного кредитора? Может ли он предъявить новый иск к должнику?

3) Изменится ли ответ, если «А» получил право требования от «В», который потом оспорил уступку права требования и обжалует мировое соглашение по этому основанию?

Кейс 3. Конфликт кредиторов

«А» обратился в суд с иском к «Б». Во время рассмотрения спора в процесс пришел «В», который сообщил, что именно он является настоящим кредитором, которому «А» уступил право требования. «А» отрицает факт уступки права требования и настаивает, что кредитором является он.

Вопросы:

1) В какой форме должен предъявлять требования цессионарий? 

2) Должен ли в принципе суд рассматривать спор цедента и цессионария? 

3) Есть ли специфика для случаев, когда цессия была оспорена? 

4) Если право уступлено в части, то как работает правило «никто не суброгирует против себя» (и работает ли) в этом случае?

Кейс 4. Конфликт исполнительного производства и уведомления

Решением суда иск «А» к «Б» был удовлетворен. С «Б» был взыскан долг по договору займа. «А» получил исполнительный лист. Затем «А» уступил право требования «В» и направил должнику уведомление. Процессуальное правопреемство произведено не было.

Вопросы:

1) Кому должен исполнять ответчик?
2) Если ответчик произведет исполнение по уведомлению, то как ему защититься от исполнения по исполнительному листу?

Спикеры: 
Ильин Антон Валерьевич – д.ю.н., профессор НИУ ВШЭ (СПб);
Панфилов Глеб Павлович – старший юрист практики разрешения споров Versus.legal, преподаватель НИУ ВШЭ (СПб);
Репин Радислав Радикович – адвокат, преподаватель НИУ ВШЭ (СПб), советник «VERSUS.legal»;
Борейшо Даниил Владимирович – аспирант СПбГУ. 
Модератор: Павлов Андрей Анатольевич – к.ю.н.

Данные для подключения будут опубликованы позже.",48,2480,23,1,СПбГУ
